,User-ID,ISBN,Book-Rating,Book-Title
366566,232131,0446608815,6,Pop Goes the Weasel
366562,232131,0446532231,7,"Dude, Where's My Country?"
366561,232131,044651652X,5,The Bridges of Madison County
366557,232131,0440234743,7,The Testament
366568,232131,0446611212,4,Violets Are Blue
366125,231857,0385504209,8,The Da Vinci Code
366098,231857,0312995423,7,Digital Fortress : A Thriller
366132,231857,0440206154,5,Red Dragon
366166,231857,0743412028,8,Pay It Forward
366133,231857,0440222656,7,The Horse Whisperer
366137,231857,0451166892,9,The Pillars of the Earth
366145,231857,0553280341,8,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
365042,231210,0446672211,7,Where the Heart Is (Oprah's Book Club (Paperback))
365040,231210,0446310786,10,To Kill a Mockingbird
365039,231210,0440226430,7,Summer Sisters
365037,231210,0399501487,10,Lord of the Flies
365032,231210,0385722206,5,Balzac and the Little Chinese Seamstress : A Novel
365030,231210,0385492081,10,Into Thin Air : A Personal Account of the Mt. Everest Disaster
365025,231210,0380730138,6,Vinegar Hill (Oprah's Book Club (Paperback))
365049,231210,0449221512,7,I Is for Innocent
365047,231210,0449212602,8,The Handmaid's Tale
365056,231210,0451526341,10,Animal Farm
365020,231210,0375725784,8,A Heartbreaking Work of Staggering Genius
365048,231210,0449219364,7,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))
365018,231210,0375706771,8,Midwives: A Novel
364981,231210,0060987561,8,I Know This Much Is True
365070,231210,0553284789,7,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback))
364998,231210,0312421273,7,The Corrections: A Novel
365069,231210,0553280341,7,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
365163,231210,1573225789,9,The Color of Water: A Black Man's Tribute to His White Mother
365158,231210,1559029838,8,Call of the Wild
365092,231210,0679781587,10,
365073,231210,067088300X,7,The Girls' Guide to Hunting and Fishing
365074,231210,0671003755,8,She's Come Undone (Oprah's Book Club (Paperback))
365094,231210,0684848783,8,Tis : A Memoir
365096,231210,0684874350,8,ANGELA'S ASHES
365112,231210,0743418204,7,In Her Shoes : A Novel
364271,230522,0399501487,10,Lord of the Flies
364236,230522,0345439104,8,Drowning Ruth (Oprah's Book Club)
364240,230522,0380018179,8,The Thorn Birds
364248,230522,0385474016,8,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies"
364250,230522,0385504209,9,The Da Vinci Code
364276,230522,0440219078,9,The Giver (21st Century Reference)
364277,230522,0440224624,6,The Loop
364288,230522,0441790348,9,Stranger in a Strange Land (Remembering Tomorrow)
364292,230522,0446606812,8,Message in a Bottle
364191,230522,0142001740,9,The Secret Life of Bees
364161,230522,0060915544,9,The Bean Trees
364169,230522,0060987561,8,I Know This Much Is True
364227,230522,0345337662,9,Interview with the Vampire
364317,230522,055321313X,10,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
364362,230522,0671617028,9,The Color Purple
364325,230522,0553250426,10,The Clan of the Cave Bear (Earth's Children (Paperback))
364326,230522,0553274295,10,Where the Red Fern Grows
364327,230522,0553275976,7,The Bonfire of the Vanities
364380,230522,0679781587,9,
364379,230522,0679751521,9,Midnight in the Garden of Good and Evil
363219,229741,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times
363257,229741,037570504X,7,"Breath, Eyes, Memory"
363252,229741,0316777730,8,Naked
363254,229741,0345370775,7,Jurassic Park
363253,229741,0345337662,7,Interview with the Vampire
363251,229741,0316776963,9,Me Talk Pretty One Day
363250,229741,0316769487,8,The Catcher in the Rye
363259,229741,0380018179,8,The Thorn Birds
363265,229741,0385335881,7,Shopaholic Takes Manhattan (Summer Display Opportunity)
363266,229741,038542017X,8,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies"
363269,229741,0385504209,6,The Da Vinci Code
363272,229741,0439064864,7,Harry Potter and the Chamber of Secrets (Book 2)
363248,229741,0312278586,8,The Nanny Diaries: A Novel
363274,229741,0439139600,7,Harry Potter and the Goblet of Fire (Book 4)
363223,229741,0060916508,8,Their Eyes Were Watching God: A Novel
363224,229741,0060928336,8,Divine Secrets of the Ya-Ya Sisterhood: A Novel
363225,229741,0060958022,7,Five Quarters of the Orange
363226,229741,0060987103,8,Wicked: The Life and Times of the Wicked Witch of the West
363227,229741,0064407667,7,"The Bad Beginning (A Series of Unfortunate Events, Book 1)"
363238,229741,014028009X,7,Bridget Jones's Diary
363273,229741,0439136350,8,Harry Potter and the Prisoner of Azkaban (Book 3)
363291,229741,0553280414,8,A Separate Peace
363275,229741,043935806X,8,Harry Potter and the Order of the Phoenix (Book 5)
363311,229741,0786885688,8,Shopgirl
363276,229741,0440214041,7,The Pelican Brief
363325,229741,1573225517,9,High Fidelity
363327,229741,1573227331,8,About a Boy
363329,229741,1573229326,6,How to Be Good
363279,229741,0446310786,9,To Kill a Mockingbird
363290,229741,0553279378,8,I Know Why the Caged Bird Sings
363292,229741,0590353403,7,Harry Potter and the Sorcerer's Stone (Book 1)
363297,229741,067088300X,8,The Girls' Guide to Hunting and Fishing
362820,229551,0060987561,10,I Know This Much Is True
362833,229551,0316284955,10,White Oleander : A Novel (Oprah's Book Club)
362834,229551,0316666343,8,The Lovely Bones: A Novel
362910,229551,0385504209,10,The Da Vinci Code
362908,229551,0385336179,9,Shopaholic Ties the Knot
362907,229551,0385335830,8,Diary of a Mad Bride (Summer Display Opportunity)
362916,229551,0446394521,7,Daisy Fay and the Miracle Man
362293,229329,0316666343,8,The Lovely Bones: A Novel
362327,229329,0446394521,8,Daisy Fay and the Miracle Man
362324,229329,038542017X,5,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies"
362355,229329,068484267X,10,Angela's Ashes: A Memoir
362342,229329,0553273914,10,The House of the Spirits
362392,229329,1400031354,8,Tears of the Giraffe (No.1 Ladies Detective Agency)
362390,229329,0971880107,2,Wild Animus
361682,229011,0385720955,7,The Blind Assassin
361705,229011,0440225701,7,The Street Lawyer
361701,229011,0440211727,6,A Time to Kill
361702,229011,0440213525,6,The Client
361706,229011,0440234743,7,The Testament
361703,229011,0440220602,2,The Chamber
361647,229011,0141000198,7,Bridget Jones's Diary
361651,229011,0345380371,6,Rising Sun
361644,229011,0140298479,6,Bridget Jones: The Edge of Reason
361643,229011,014029628X,6,Girl in Hyacinth Blue
361724,229011,0451203895,5,4 Blondes
361783,229011,0671758896,9,"Loves Music, Loves to Dance"
361813,229011,1573229571,10,About a Boy (Movie Tie-In)
361743,229011,0515128546,6,Tears of the Moon (Irish Trilogy)
361742,229011,0515126772,6,Jewels of the Sun (Irish Trilogy)
361754,229011,0553273914,7,The House of the Spirits
360141,227705,0425158616,9,Cause of Death
360142,227705,0425163407,8,Unnatural Exposure
360150,227705,0440206154,8,Red Dragon
360152,227705,044021145X,10,The Firm
360154,227705,0440220602,8,The Chamber
360098,227705,014100018X,9,Chocolat
360099,227705,0312265867,9,To the Nines: A Stephanie Plum Novel
360101,227705,0316284955,8,White Oleander : A Novel (Oprah's Book Club)
360102,227705,0345337662,7,Interview with the Vampire
360103,227705,0345353145,8,Sphere
360104,227705,0345378490,8,Congo
360110,227705,0345402871,9,Airframe
360114,227705,038549081X,9,The Handmaid's Tale : A Novel
360115,227705,0385504209,10,The Da Vinci Code
360155,227705,0440224675,9,Hannibal
360187,227705,0553579606,5,Ashes to Ashes
360197,227705,067976402X,8,Snow Falling on Cedars
360198,227705,0679781587,8,
360200,227705,0743418174,7,Good in Bed
360156,227705,0440224764,9,The Partner
360157,227705,0440225701,7,The Street Lawyer
360162,227705,0446359866,6,Presumed Innocent
360176,227705,0451184963,8,Insomnia
360180,227705,0553268880,6,The Prince of Tides
359795,227520,0312966970,7,Four To Score (A Stephanie Plum Novel)
359780,227520,0060987103,10,Wicked: The Life and Times of the Wicked Witch of the West
359907,227520,0671042262,10,The Blue Nowhere : A Novel
359932,227520,089480829X,10,What to Expect When You're Expecting (Revised Edition)
359888,227520,0515131229,9,Dance upon the Air (Three Sisters Island Trilogy)
359894,227520,0515135062,9,Three Fates
359891,227520,051513287X,10,Face the Fire (Three Sisters Island Trilogy)
359889,227520,0515132020,9,Heaven and Earth (Three Sisters Island Trilogy)
359887,227520,0515130389,9,Carolina Moon
359886,227520,0515128554,10,Heart of the Sea (Irish Trilogy)
359885,227520,0515128546,9,Tears of the Moon (Irish Trilogy)
359883,227520,0515126772,10,Jewels of the Sun (Irish Trilogy)
359623,227447,0446611212,9,Violets Are Blue
359557,227447,0316096199,10,Lucky : A Memoir
359551,227447,0156528207,10,The Little Prince
359550,227447,0141000198,5,Bridget Jones's Diary
359543,227447,0060938455,10,Fast Food Nation: The Dark Side of the All-American Meal
359560,227447,0316666343,10,The Lovely Bones: A Novel
359646,227447,0553280368,7,C Is for Corpse (Kinsey Millhone Mysteries (Paperback))
359645,227447,0553280341,9,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
359664,227447,0671028375,9,Fatal Voyage
359250,227250,0446612790,10,2nd Chance
358731,226965,0345384466,9,The Witching Hour (Lives of the Mayfair Witches)
358732,226965,034538475X,10,The Tale of the Body Thief (Vampire Chronicles (Paperback))
358729,226965,0345337662,10,Interview with the Vampire
358730,226965,0345350499,10,The Mists of Avalon
358749,226965,0385265700,7,The Book of Ruth (Oprah's Book Club (Paperback))
358688,226965,0060391626,6,I Know This Much Is True (Oprah's Book Club)
358717,226965,0140067477,10,The Tao of Pooh
358798,226965,0590353403,10,Harry Potter and the Sorcerer's Stone (Book 1)
358820,226965,0804114986,10,The Bonesetter's Daughter
358817,226965,0743436210,7,Hearts in Atlantis
358796,226965,0553271636,8,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback))
358794,226965,0553268880,9,The Prince of Tides
358774,226965,0446608815,7,Pop Goes the Weasel
358772,226965,044651862X,7,The Celestine Prophecy (Celestine Prophecy)
358771,226965,0440226430,5,Summer Sisters
358769,226965,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5)
358768,226965,0439139597,10,Harry Potter and the Goblet of Fire (Book 4)
358767,226965,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3)
358766,226965,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2)
358764,226965,0425167313,10,Here on Earth
358776,226965,0446611085,7,Suzanne's Diary for Nicholas
358792,226965,0515136530,5,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)"
358790,226965,0515130389,8,Carolina Moon
356826,225763,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times
356902,225763,0399501487,4,Lord of the Flies
356888,225763,0385335482,5,Confessions of a Shopaholic (Summer Display Opportunity)
356882,225763,0375726403,7,Empire Falls
356919,225763,0449219461,5,H Is for Homicide (Kinsey Millhone Mysteries (Paperback))
356916,225763,0446610038,8,1st to Die: A Novel
356847,225763,0142001430,7,Year of Wonders
356835,225763,0060987103,5,Wicked: The Life and Times of the Wicked Witch of the West
356831,225763,0060392452,5,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
356878,225763,0345384466,5,The Witching Hour (Lives of the Mayfair Witches)
356866,225763,0316284955,5,White Oleander : A Novel (Oprah's Book Club)
356869,225763,0316693200,8,2nd Chance
356868,225763,0316569321,5,White Oleander : A Novel
356865,225763,0316096199,6,Lucky : A Memoir
356862,225763,0312966970,8,Four To Score (A Stephanie Plum Novel)
356947,225763,0671027360,5,Angels &amp; Demons
356944,225763,0671004107,5,Contact
356943,225763,0670894605,7,The Secret Life of Bees
356981,225763,0786885688,6,Shopgirl
356979,225763,0767902521,5,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
356971,225763,0743418174,8,Good in Bed
356969,225763,0743227441,8,The Other Boleyn Girl
356481,225595,0345444884,10,The Talisman
356479,225595,0345417623,7,Timeline
356496,225595,0385504209,10,The Da Vinci Code
356474,225595,0316666343,5,The Lovely Bones: A Novel
356472,225595,0316602906,10,The Big Bad Wolf: A Novel
356526,225595,0525947647,9,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right
356541,225595,0553579754,9,Fear Nothing
356551,225595,0671042262,7,The Blue Nowhere : A Novel
356016,225232,0671867156,6,Pretend You Don't See Her
355969,225232,0451183665,7,A Case of Need
356015,225232,0671867113,7,Moonlight Becomes You
356013,225232,0670892963,7,Bridget Jones : The Edge of Reason
355631,225199,0380789035,5,American Gods
355567,225199,0062502182,5,The Alchemist: A Fable About Following Your Dream
355656,225199,0449006522,9,Manhattan Hunt Club
355703,225199,0671510053,8,SHIPPING NEWS
355307,225087,0440213525,5,The Client
355303,225087,0440206154,10,Red Dragon
355317,225087,044651862X,10,The Celestine Prophecy (Celestine Prophecy)
355293,225087,0425169863,10,Point of Origin
355290,225087,0425147622,10,The Body Farm
355291,225087,0425154092,10,From Potter's Field
355292,225087,0425163407,10,Unnatural Exposure
355324,225087,0446604666,5,Sick Puppy
355348,225087,0515131229,7,Dance upon the Air (Three Sisters Island Trilogy)
355285,225087,0399149155,10,Q Is for Quarry
355326,225087,0446605484,10,Roses Are Red (Alex Cross Novels)
355327,225087,0446606189,10,Cat &amp; Mouse (Alex Cross Novels)
355328,225087,0446606812,10,Message in a Bottle
355329,225087,0446612545,5,The Beach House
355236,225087,0312265867,10,To the Nines: A Stephanie Plum Novel
355244,225087,0316693200,10,2nd Chance
355245,225087,0330332775,8,Bridget Jones's Diary
355219,225087,0060921145,10,Animal Dreams
355220,225087,0060922532,10,Pigs in Heaven
355266,225087,0380012863,10,Jonathan Livingston Seagull
355277,225087,0385490992,10,The Street Lawyer
355251,225087,0345370775,10,Jurassic Park
355253,225087,0345391055,7,Disclosure
355255,225087,034540288X,10,The Lost World
355381,225087,0553572997,8,The Alienist
355377,225087,055356451X,10,Night Sins
355363,225087,0553250531,5,The Valley of Horses
355417,225087,0671758896,10,"Loves Music, Loves to Dance"
355421,225087,0671793489,10,All Around the Town
355398,225087,0671003755,10,She's Come Undone (Oprah's Book Club (Paperback))
355425,225087,0671867113,10,Moonlight Becomes You
355403,225087,0671028375,10,Fatal Voyage
355404,225087,0671042262,9,The Blue Nowhere : A Novel
354557,224764,0440224675,10,Hannibal
354547,224764,0399150897,6,Blow Fly: A Scarpetta Novel
354544,224764,0385510438,9,The Last Juror
354514,224764,0156027321,3,Life of Pi
354508,224764,0060987561,10,I Know This Much Is True
354506,224764,0060934417,5,Bel Canto: A Novel
354534,224764,0345436911,8,The Dress Lodger (Ballantine Reader's Circle)
354522,224764,0316602906,10,The Big Bad Wolf: A Novel
354529,224764,034538475X,8,The Tale of the Body Thief (Vampire Chronicles (Paperback))
354523,224764,0316666343,7,The Lovely Bones: A Novel
354607,224764,0553208845,10,Siddhartha
354601,224764,0515128554,6,Heart of the Sea (Irish Trilogy)
354620,224764,0671024248,6,Hearts In Atlantis
354615,224764,0553579606,8,Ashes to Ashes
354352,224646,038549081X,9,The Handmaid's Tale : A Novel
354351,224646,0380789019,9,Neverwhere
354350,224646,0380012863,10,Jonathan Livingston Seagull
354345,224646,0345351525,7,The Queen of the Damned (Vampire Chronicles (Paperback))
354344,224646,0345337662,8,Interview with the Vampire
354343,224646,0345313860,8,"The Vampire Lestat (Vampire Chronicles, Book II)"
354370,224646,0451177096,8,Dolores Claiborne
354366,224646,0441569595,10,Neuromancer (Remembering Tomorrow)
354361,224646,0425175405,8,Black Notice
354307,224646,0060938455,7,Fast Food Nation: The Dark Side of the All-American Meal
354065,224525,0842329129,10,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
354037,224525,0439064872,10,Harry Potter and the Chamber of Secrets (Book 2)
354038,224525,043936213X,10,Harry Potter and the Sorcerer's Stone (Book 1)
354100,224525,0971880107,10,Wild Animus
353688,224349,0385490992,8,The Street Lawyer
353696,224349,0440211727,8,A Time to Kill
353686,224349,0385474016,8,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies"
353685,224349,0385472951,7,The Partner
353697,224349,0440998050,8,A Wrinkle in Time
353710,224349,0451524934,9,1984
353713,224349,0452284449,5,The Virgin Blue
353712,224349,0452282152,9,Girl with a Pearl Earring
353706,224349,0449212602,8,The Handmaid's Tale
353701,224349,0446670111,7,Einstein's Dreams
353672,224349,0345378490,7,Congo
353670,224349,0345370775,8,Jurassic Park
353660,224349,0312195516,9,The Red Tent (Bestselling Backlist)
353773,224349,0804111359,6,Secret History
353772,224349,080410526X,9,All I Really Need to Know
353769,224349,0786885688,6,Shopgirl
353784,224349,1400034779,8,The No. 1 Ladies' Detective Agency (Today Show Book Club #8)
353796,224349,1573229326,7,How to Be Good
353734,224349,0671027344,5,The Perks of Being a Wallflower
353728,224349,0553572997,8,The Alienist
353745,224349,0679734775,9,The House on Mango Street (Vintage Contemporaries)
352199,223501,0385504209,7,The Da Vinci Code
352196,223501,0375727345,9,House of Sand and Fog
352195,223501,0375726403,7,Empire Falls
352202,223501,0385510438,8,The Last Juror
352211,223501,0399150897,6,Blow Fly: A Scarpetta Novel
352217,223501,0440226104,9,Black and Blue
352168,223501,0151008116,7,Life of Pi
352169,223501,0312195516,8,The Red Tent (Bestselling Backlist)
352170,223501,0312282990,6,The Amazing Adventures of Kavalier &amp; Clay
352177,223501,0316602906,9,The Big Bad Wolf: A Novel
352180,223501,0316666343,9,The Lovely Bones: A Novel
352216,223501,0439064864,7,Harry Potter and the Chamber of Secrets (Book 2)
352275,223501,140003065X,10,A Fine Balance
352227,223501,0553250426,9,The Clan of the Cave Bear (Earth's Children (Paperback))
352228,223501,0553250531,8,The Valley of Horses
352247,223501,0671028375,7,Fatal Voyage
352237,223501,0590353403,7,Harry Potter and the Sorcerer's Stone (Book 1)
351370,223087,0345370775,5,Jurassic Park
351373,223087,0345438329,5,Big Stone Gap: A Novel (Ballantine Reader's Circle)
351386,223087,0385335881,7,Shopaholic Takes Manhattan (Summer Display Opportunity)
351387,223087,0385498802,7,Bee Season: A Novel
351388,223087,038550926X,7,The Devil Wears Prada : A Novel
351340,223087,0060934417,5,Bel Canto: A Novel
351361,223087,0312243022,5,The Hours : A Novel
351362,223087,0312278586,8,The Nanny Diaries: A Novel
351430,223087,0671027387,6,Deception Point
351432,223087,067976402X,3,Snow Falling on Cedars
351440,223087,0743418174,6,Good in Bed
351448,223087,1558743669,3,"A Child Called \It\"": One Child's Courage to Survive"""
351453,223087,1573225789,9,The Color of Water: A Black Man's Tribute to His White Mother
350659,222488,0345339703,10,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
350660,222488,0345339711,10,"The Two Towers (The Lord of the Rings, Part 2)"
350661,222488,0345339738,10,"The Return of the King (The Lord of the Rings, Part 3)"
350663,222488,0446670251,10,The Virgin Suicides
350414,222296,0446670111,7,Einstein's Dreams
350416,222296,0446672211,4,Where the Heart Is (Oprah's Book Club (Paperback))
350423,222296,0452282829,6,We Were the Mulvaneys
350401,222296,0385486804,7,Into the Wild
350372,222296,0060392452,7,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
350384,222296,0156027321,7,Life of Pi
350389,222296,0316666343,8,The Lovely Bones: A Novel
350391,222296,0345443284,6,While I Was Gone
350395,222296,0375506039,8,Open House
350397,222296,0375726403,7,Empire Falls
350462,222296,0804111359,10,Secret History
350460,222296,0786885688,9,Shopgirl
350432,222296,0553572997,6,The Alienist
350438,222296,0671003755,6,She's Come Undone (Oprah's Book Club (Paperback))
350454,222296,0743237188,7,Fall On Your Knees (Oprah #45)
350180,222204,0451184963,8,Insomnia
350127,222204,0345378482,9,The Andromeda Strain
350132,222204,034540288X,9,The Lost World
348444,220688,0553272535,10,Night
348425,220688,0439064872,10,Harry Potter and the Chamber of Secrets (Book 2)
348426,220688,0439136369,10,Harry Potter and the Prisoner of Azkaban (Book 3)
348427,220688,0439139600,10,Harry Potter and the Goblet of Fire (Book 4)
348428,220688,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5)
348429,220688,0440206154,10,Red Dragon
348430,220688,0446532231,10,"Dude, Where's My Country?"
348431,220688,0446608955,9,A Walk to Remember
348436,220688,0452282152,10,Girl with a Pearl Earring
348443,220688,0553250426,10,The Clan of the Cave Bear (Earth's Children (Paperback))
348406,220688,0316776963,10,Me Talk Pretty One Day
348446,220688,0609610597,10,"The Shelters of Stone (Earth's Children Series, No 5)"
348395,220688,0060938455,10,Fast Food Nation: The Dark Side of the All-American Meal
348397,220688,0060987561,10,I Know This Much Is True
348398,220688,0140067477,10,The Tao of Pooh
348400,220688,014028009X,9,Bridget Jones's Diary
348401,220688,0140298479,9,Bridget Jones: The Edge of Reason
348403,220688,0312278586,10,The Nanny Diaries: A Novel
348407,220688,0316777730,10,Naked
348411,220688,0375725784,10,A Heartbreaking Work of Staggering Genius
348413,220688,038549081X,10,The Handmaid's Tale : A Novel
348415,220688,0385504209,10,The Da Vinci Code
348416,220688,038550926X,8,The Devil Wears Prada : A Novel
348445,220688,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
348396,220688,0060987103,10,Wicked: The Life and Times of the Wicked Witch of the West
348488,220688,0971880107,3,Wild Animus
348491,220688,1573225517,10,High Fidelity
348451,220688,0670894605,10,The Secret Life of Bees
348452,220688,0671021001,10,She's Come Undone (Oprah's Book Club)
347254,219683,0440224675,4,Hannibal
347253,219683,0440180295,6,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death
347250,219683,0399144463,9,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
347269,219683,0451160525,8,"The Gunslinger (The Dark Tower, Book 1)"
347266,219683,0451156609,3,The Tommyknockers
347258,219683,0441172717,10,Dune (Remembering Tomorrow)
347263,219683,0449006522,5,Manhattan Hunt Club
347206,219683,0140067477,10,The Tao of Pooh
347208,219683,0140177396,8,Of Mice and Men (Penguin Great Books of the 20th Century)
347201,219683,0060929871,4,Brave New World
347220,219683,0316769487,1,The Catcher in the Rye
347218,219683,0312924585,6,Silence of the Lambs
347275,219683,0451167317,6,The Dark Half
347331,219683,080410526X,9,All I Really Need to Know
347330,219683,0802130208,7,A Confederacy of Dunces (Evergreen Book)
347325,219683,0743211383,4,Dreamcatcher
347278,219683,0451169530,7,The Stand: Complete and Uncut
347294,219683,0515131229,9,Dance upon the Air (Three Sisters Island Trilogy)
347296,219683,051513287X,8,Face the Fire (Three Sisters Island Trilogy)
347285,219683,0451524934,7,1984
347282,219683,0451184963,5,Insomnia
347280,219683,0451177096,7,Dolores Claiborne
347295,219683,0515132020,8,Heaven and Earth (Three Sisters Island Trilogy)
347313,219683,0671042858,2,The Girl Who Loved Tom Gordon
347312,219683,0671041789,8,The Green Mile
347310,219683,0671024248,4,Hearts In Atlantis
347309,219683,067102423X,4,Bag of Bones
347301,219683,0553580221,4,False Memory
347011,219546,0399501487,5,Lord of the Flies
346972,219546,014028009X,8,Bridget Jones's Diary
346984,219546,0345436911,6,The Dress Lodger (Ballantine Reader's Circle)
346982,219546,0316096199,9,Lucky : A Memoir
347031,219546,0440180295,8,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death
347095,219546,0842329218,7,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2)
347093,219546,0842329129,7,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
347040,219546,0451184963,7,Insomnia
347039,219546,0451176464,10,Gerald's Game
347038,219546,0451172817,7,Needful Things
345970,218608,0385504209,10,The Da Vinci Code
345963,218608,0380730138,8,Vinegar Hill (Oprah's Book Club (Paperback))
345977,218608,0399501487,8,Lord of the Flies
345997,218608,0446606189,9,Cat &amp; Mouse (Alex Cross Novels)
345996,218608,044651652X,5,The Bridges of Madison County
345989,218608,044022165X,7,The Rainmaker
345959,218608,0380002930,8,Watership Down
345927,218608,006101351X,9,The Perfect Storm : A True Story of Men Against the Sea
345952,218608,0345361792,9,A Prayer for Owen Meany
345945,218608,031242227X,10,Running with Scissors: A Memoir
345944,218608,0312306326,8,Visions of Sugar Plums
345998,218608,0446607657,9,When the Wind Blows
346059,218608,080410526X,8,All I Really Need to Know
346069,218608,089480829X,10,What to Expect When You're Expecting (Revised Edition)
346010,218608,0452282829,8,We Were the Mulvaneys
346004,218608,0451163966,8,One Flew Over the Cuckoo's Nest
346038,218608,0679745203,8,The English Patient
346028,218608,0671021001,10,She's Come Undone (Oprah's Book Club)
346027,218608,0671001795,8,Two for the Dough
346024,218608,0553279378,8,I Know Why the Caged Bird Sings
345735,218552,0446612790,7,2nd Chance
345734,218552,0446606812,3,Message in a Bottle
345728,218552,0440213525,8,The Client
345727,218552,0440211727,6,A Time to Kill
345739,218552,0451183665,5,A Case of Need
345721,218552,0385512104,5,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13)
345751,218552,0553375407,5,Ishmael: An Adventure of the Mind and Spirit
345747,218552,0525947647,5,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right
345720,218552,0385504209,8,The Da Vinci Code
345692,218552,0060938455,7,Fast Food Nation: The Dark Side of the All-American Meal
345690,218552,0060928336,5,Divine Secrets of the Ya-Ya Sisterhood: A Novel
345703,218552,0312966970,6,Four To Score (A Stephanie Plum Novel)
345704,218552,0316569321,5,White Oleander : A Novel
345709,218552,0345339703,5,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
345706,218552,0316666009,6,1st to Die: A Novel
345762,218552,0671001795,8,Two for the Dough
345763,218552,0671011367,9,Deja Dead
345764,218552,0671021001,5,She's Come Undone (Oprah's Book Club)
345766,218552,0671027360,8,Angels &amp; Demons
345791,218552,0684874350,5,ANGELA'S ASHES
345787,218552,0679734775,3,The House on Mango Street (Vintage Contemporaries)
345788,218552,0679746048,4,"Girl, Interrupted"
344699,217740,068484267X,4,Angela's Ashes: A Memoir
344700,217740,0684865742,5,Tis: A Memoir
344698,217740,0684801523,5,The Great Gatsby
344691,217740,0671727796,4,The Color Purple
344683,217740,0553275976,7,The Bonfire of the Vanities
344688,217740,0671004573,5,Before I Say Good-Bye
344711,217740,080411109X,7,The Hundred Secret Senses
344722,217740,0812550706,7,Ender's Game (Ender Wiggins Saga (Paperback))
344638,217740,014028009X,7,Bridget Jones's Diary
344631,217740,0060977493,4,The God of Small Things
344677,217740,0452282152,8,Girl with a Pearl Earring
344676,217740,0451166892,8,The Pillars of the Earth
344675,217740,0451163966,7,One Flew Over the Cuckoo's Nest
344655,217740,0399501487,7,Lord of the Flies
344135,217318,0385492081,5,Into Thin Air : A Personal Account of the Mt. Everest Disaster
344156,217318,0440236673,5,The Brethren
344149,217318,0440206154,5,Red Dragon
344150,217318,0440211727,5,A Time to Kill
344153,217318,0440224764,5,The Partner
344157,217318,044023722X,5,A Painted House
344159,217318,0440241073,5,The Summons
344120,217318,0345402871,5,Airframe
344215,217318,0671042262,10,The Blue Nowhere : A Novel
344168,217318,0446606189,5,Cat &amp; Mouse (Alex Cross Novels)
344169,217318,0446606324,5,The Winner
344171,217318,0446607657,5,When the Wind Blows
344172,217318,0446607711,5,The Simple Truth
344175,217318,0446610038,5,1st to Die: A Novel
344177,217318,0446612790,5,2nd Chance
343637,217106,0140067477,5,The Tao of Pooh
343089,216683,0394820371,8,The Phantom Tollbooth
343087,216683,038079487X,8,What Looks Like Crazy On An Ordinary Day
343079,216683,0380018179,9,The Thorn Birds
343125,216683,0446605239,7,The Notebook
343122,216683,0446394521,8,Daisy Fay and the Miracle Man
343109,216683,044023722X,8,A Painted House
343108,216683,0440234743,9,The Testament
343041,216683,0345387651,8,The Cider House Rules
343039,216683,0345342968,10,Fahrenheit 451
343033,216683,0316666343,9,The Lovely Bones: A Novel
343032,216683,0312291639,8,The Nanny Diaries: A Novel
343241,216683,1878424319,3,The Four Agreements: A Practical Guide to Personal Freedom
343210,216683,0671793489,9,All Around the Town
343192,216683,0671042858,9,The Girl Who Loved Tom Gordon
